Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Health expenditure per capita (current US$),SH.XPD.PCAP,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.68796724,22.00079155,18.59675937,17.33983463,16.55371504,15.12669691,16.95743487,17.18472099,21.82588144,25.0808873,26.98479434,30.1553627,36.20940436,41.3864041,41.78486175,39.46097264,45.61117598,43.17492446,43.87167423,47.76513899,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,609.64251237,664.1848855,644.72916506,691.34324173,689.68758726,686.93330599,694.67806622,851.06709364,1092.51328009,1280.23346465,1407.69826304,1495.37495478,1628.06815048,1805.91974224,1739.74082828,1753.89488687,2222.48229873,2216.5969705,2389.07754158,2470.59850992,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,712.66934228,411.93556166,407.60506264,384.74355829,374.43090508,465.62481778,411.94361849,418.00800899,411.07880078,448.80015859,461.91873327,547.46047002,587.55158713,569.32291735,551.37089508,542.25959983,565.99956196,582.62219197,623.75334002,625.20217954,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1840739,22.44633587,22.15346571,24.90531305,28.5013831,25.07620861,20.0944021,24.38255815,23.79491757,28.10776496,29.1300942,30.08652511,35.65529516,38.09228463,39.60779267,39.60878015,39.91531539,43.12123478,47.46707483,48.83750877,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.7240265,136.62629327,128.04642548,127.94798884,127.2623028,146.2925535,146.87500978,168.01779699,192.40415039,225.43150776,229.78929037,240.07921547,268.02312317,358.47373772,353.09033077,411.58234331,451.21496225,432.48170279,455.52927878,482.45417272,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172.44434976,179.25374561,218.91790944,230.91806994,271.47654352,322.08865041,366.30760644,389.26109431,412.98446193,446.92466779,490.72137335,522.31139678,565.52595269,603.92116165,526.08402681,591.71250653,615.1036392,633.08969487,673.81003508,677.18998669,..
Health expenditure per capita (current US$),SH.XPD.PCAP,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189.00374081,174.33738711,148.43126851,141.22088402,155.35093073,170.94323211,192.22190993,180.6555139,222.26805982,238.52091099,285.12778018,285.4655564,292.11077274,323.33065319,358.12229026,392.41364287,410.81140555,402.07926873,406.49068233,414.98578282,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.066554858583,126.910314441568,139.040253050626,145.598328553262,161.498028547719,182.93660993624,200.254200637632,155.652929457882,149.754242959813,168.05816055584,186.871456306672,210.17993211821,245.445698293249,291.876180503117,321.929773294953,345.813960263147,398.199220532111,430.595736466789,432.383422891616,433.330877111556,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.6745886585595,72.1601412322355,82.9325332507947,91.7909257583107,104.703525587834,120.808565256168,137.70168553135,89.4472538047499,83.2125729919842,99.3660210193215,110.221821275678,124.33995367703,151.428570166435,186.839908184402,209.39196961265,231.968780092921,264.20638767256,285.569844575715,267.515504743302,253.454580027351,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.6745886585595,72.1601412322355,82.9325332507947,91.7909257583107,104.703525587834,120.808565256168,137.70168553135,89.4472538047499,83.2125729919842,99.3660210193215,110.221821275678,124.33995367703,151.428570166435,186.839908184402,209.39196961265,231.968780092921,264.20638767256,285.569844575715,267.515504743302,253.454580027351,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.3069010019506,61.7077295017165,67.9898577716248,65.6567781482875,62.3023935564923,67.3885202378562,69.2845691490586,66.1716709160219,74.7155386155441,86.8353139443949,105.034691910174,122.50745719646,150.003880291843,183.037559725564,189.618102285443,218.23847471474,251.778094249987,267.75088036916,285.174981584531,291.870933588613,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.04066403,40.15600283,42.21988046,35.72319074,18.89391573,23.45363737,28.47277246,38.01031074,45.21007008,61.25186891,75.85007101,100.81442858,134.2654473,193.76078013,189.0509055,196.83055882,209.53318943,242.63063149,224.7383326,228.84667106,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3093.24637045,2991.42558998,2863.78748125,2889.1912918,3074.52433427,2683.87903656,2716.10642745,2986.99775128,4216.80487966,4901.68575583,4976.42582849,5095.67411349,5667.97502073,6619.47867629,6472.14103992,6410.43733826,6865.21804268,6551.81199507,7045.02269585,8148.80835769,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.91313306,20.6145063,18.4393732,19.28074581,17.97476051,23.34566197,28.58480407,33.21889977,39.92599179,47.83098667,50.7967431,62.39645618,82.70909694,119.2579065,90.83080339,124.48513487,168.05926884,184.71174963,184.78689037,195.33347873,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139.20984892,102.38825969,101.86013616,104.13433225,101.78192199,117.37935832,155.63217934,174.68280864,247.80359454,285.17976289,310.00022153,350.14328132,400.37478083,449.17704886,406.79070056,456.62931647,500.41784156,470.00019717,454.48711083,457.66493632,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.23362163,51.81622584,49.59011206,55.38168753,55.30674617,53.46027489,57.24340708,72.64136553,87.76712825,98.6985312,99.08463155,111.93963065,132.80990507,153.51311657,162.39539042,165.63363843,182.63632132,178.7231795,184.23049694,190.05396963,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.63121896,8.45951486,10.45703892,11.28905686,13.48938964,14.54027927,12.23614726,14.00257337,14.96740174,16.41602839,21.38531197,21.25979085,21.41411052,23.61134593,24.63427787,22.38533897,32.88981437,32.38126824,34.44457522,41.99657338,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.41166044,2.38738615,1.82859981,1.90053147,2.44906588,3.19474847,2.46742747,2.81826538,3.71089087,4.57152046,4.74102736,5.36003275,6.93670065,9.82697082,13.19643897,15.24817471,19.07431371,23.66903777,17.93361636,20.28780579,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.45709029,134.66349179,141.49433686,128.38231423,127.06805483,125.9105567,113.49460951,105.88864128,162.44082645,213.50274867,262.17406419,279.66485749,293.43263674,285.98162465,332.04679535,405.64109962,486.4689706,467.89893267,470.04414484,499.01568382,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,460.85717364,417.00996806,376.73632442,315.99387309,320.06146677,291.87993551,270.34264344,294.57042962,343.97093913,317.45159093,326.78166902,340.59830256,439.23575764,679.86484133,511.5599565,567.49963114,655.53265629,834.00056519,702.3177442,516.4416809,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.49326077,10.8621274,11.87359043,13.18159503,12.62503712,12.20516831,13.08151246,13.47821948,14.25653887,16.83585665,18.53383974,19.85499235,24.55968278,28.58463504,30.69813693,38.95948969,45.72228723,38.41344055,37.18347407,39.86817954,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2261.89049062,2215.26710557,1973.73432165,2073.6794786,2111.5732825,1931.79111729,2079.41149579,2411.35549122,2986.76124097,3409.73734833,3993.99847492,4162.44213964,4801.72824025,5462.48845102,5355.07274159,5286.46555152,5649.19529313,5456.45265249,5688.44151021,5693.85992057,..
Health expenditure per capita (current US$),SH.XPD.PCAP,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Health expenditure per capita (current US$),SH.XPD.PCAP,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1202.80555761,1291.82227427,1307.63805987,1129.67643559,1157.64107326,1056.08026654,1058.84151076,1261.33797156,1623.88432472,1992.66435675,2307.09691243,2315.65412324,2713.53514314,3318.76752161,3145.23658292,3742.56022226,4251.40305286,4470.85877142,4661.79537108,4896.34802527,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.07712624,58.73392203,48.3254891,53.55910446,52.14554311,54.78201671,55.17914304,57.71999608,62.11095361,66.83482639,71.81656431,78.8406046,93.37830416,105.98603599,100.83347949,100.22253648,107.40227109,143.13190911,153.82741485,177.46289523,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.47358633,12.20641302,11.57563097,12.87562905,12.05349981,8.91440488,10.91922388,11.20318479,13.13456569,14.73464519,17.86071119,19.26720113,20.46123656,24.20611728,24.03162107,22.32965392,25.19986153,23.16416045,20.7793519,24.39611462,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.68386627,53.95092573,54.63839372,61.41708976,16.25837008,17.2219134,18.2840199,17.88547038,38.50264864,44.93786051,53.08567883,61.01491269,81.36762333,88.52018851,74.36452452,80.34139448,93.22631449,90.38961745,110.37120288,117.52054496,..
Health expenditure per capita (current US$),SH.XPD.PCAP,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3593.91842592597,3735.39078189309,3894.93040157213,4060.71514330746,4267.84086429593,4523.96215132969,4847.35952741369,5250.02963543196,5669.78461237244,6043.6929221654,6419.06572075534,6809.71072462739,7203.91768810682,7480.2872616796,7683.06526667303,7980.00566109671,8240.16827246142,8483.87243528936,8651.07571958835,8990.31491684122,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2698.12883503,2868.62084472,3025.90844253,3165.80927162,3337.84183237,3164.81398608,3340.80044983,4153.81314958,4951.23012551,5452.96104407,5961.31539313,6276.09152338,7351.78549913,8193.60807727,7637.19667625,8164.47401551,9249.82593689,9360.76949678,9719.98803692,9522.22165832,..
Health expenditure per capita (current US$),SH.XPD.PCAP,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2100.13283431554,2120.74417302237,2091.28189089407,2135.35499093382,2254.40620973493,2304.14225987929,2380.43072698417,2570.34031918971,2913.77177143762,3205.04823888504,3391.92343211561,3564.93948600278,3871.83520327642,4152.41020429313,4188.38091114485,4327.26527327875,4595.2838125107,4598.48241837418,4633.35372500568,4735.42499274533,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,227.08538624,242.12434119,235.91875178,231.7171864,247.31630164,266.87946115,263.89384075,275.75610753,287.79508783,301.00061913,320.76909497,336.80882421,393.60123964,462.0733457,495.79040802,546.63827486,539.85767922,551.58168809,562.89254386,675.04339353,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194.672620436005,207.778568029362,207.220525700403,213.671193516613,218.518562136466,208.373912356524,209.295136572722,234.151326275247,308.04106353148,358.670879182097,398.036293962383,420.491486117521,479.84286449592,537.604684722654,533.490869815932,538.439643487415,601.222217232027,634.265006378707,654.451175588645,667.13674446398,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.6403188024103,95.8015466388121,98.1569569122369,82.3072893471005,89.4019614537746,94.2837590892998,90.4801385336951,92.4357265468246,105.691761179161,121.347437775154,136.624209072025,144.393130406427,156.92400497599,159.686178891572,159.027484542326,175.159907781285,182.659489698204,190.712368389816,199.641088328244,210.645819067132,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.77863633,15.77354885,15.40773256,16.22215623,16.29797472,15.4982416,13.52505996,15.38972826,16.12032064,17.76321364,22.36315738,29.62585468,31.93098328,30.19104652,28.51186552,30.95275635,36.65905548,33.4661349,33.63909619,36.15485065,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,710.58029814,821.47565182,818.54109646,694.41518824,747.50533674,792.56161516,746.56182955,726.41673448,748.75623298,857.98184982,850.06742778,910.11486951,949.35878318,955.54141947,927.1698831,1024.21165194,978.83227656,1046.21165986,1089.77487512,1150.30217177,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,222.92627254,239.5839483,251.68793921,266.09346829,264.39359328,297.87856446,295.34608815,313.34983503,307.10277029,351.65188365,348.44685673,354.88071982,387.41297546,480.09490439,550.65608148,640.44037085,677.8308161,734.5554377,906.13785484,958.98176617,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.09605326,32.94974978,36.08209761,28.0989054,26.84288993,25.94062428,37.15013333,41.45548337,43.55157347,59.00858007,51.28990433,52.46686568,40.07598425,49.61374619,52.76448908,59.25104857,90.88729867,97.87854738,100.77142537,92.35819164,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.74159496,119.31740219,123.88096076,111.45445224,109.72379558,125.19642761,107.91238893,77.75149836,70.31608969,81.37057288,91.54397396,116.31681583,148.24717998,216.14685,237.65765766,293.83275543,375.81376198,398.43770333,469.00794008,464.09236338,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.63333786,99.52016931,100.33631583,98.62405604,95.63709922,94.97100015,97.96567168,101.09915641,100.79896996,111.57986858,128.10257919,140.48432183,166.14630308,200.86694244,224.10092454,254.47770061,282.4539038,330.75285827,346.49262379,358.5769444,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.60889031,41.07563823,40.8018123,30.93895487,35.15429529,33.3656879,28.72498004,27.93334336,32.83779076,34.8667763,46.83083268,55.13389145,66.15252051,78.08119627,81.01420235,93.83228612,101.75068275,116.18828837,127.08827817,135.20222581,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,197.37968854,238.47739164,227.98788932,264.14254212,248.86455791,247.14109811,291.65928327,328.38300771,354.10742632,410.62024404,494.70323819,555.12253361,706.200195,956.51998274,815.01432355,867.74529206,931.05203316,869.69816674,881.76911564,910.28378029,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,875.75703534,940.31879447,892.42548447,933.00904634,984.9286881,1055.67347869,1071.10055401,1182.29323946,1506.95753338,1777.18888848,1875.6952533,1919.2198619,2193.50293797,2457.71518583,2403.95832211,2352.31986028,2332.35162751,1999.81628644,2059.46143413,2096.82317586,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2332.45132485437,2357.46057103252,2324.68560829408,2375.59888994954,2510.3152250065,2564.95822625973,2653.86342700295,2872.06163970142,3263.72156119765,3591.49736828338,3802.88334009029,3999.03434168887,4343.31720931704,4656.98575034224,4727.72188550818,4887.73535612048,5205.16786216082,5221.00138360697,5263.71127866634,5391.91880060593,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.6848142536488,25.5214259232883,25.9314902106095,27.7701699494964,16.4252208993924,16.9153375585216,16.6383501177326,17.0743212184632,23.9544621665214,29.7195895508398,33.9243686459035,40.1568366986651,49.473722974246,59.7456508929597,56.8247903397661,59.1113070325537,65.3855243747236,71.0599750134951,80.7800317201289,80.8472724731371,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,601.71434893,653.45452538,672.57469855,635.7027162,630.86591046,651.8008607,730.57224935,827.74046476,1458.93271938,1563.69596464,1603.30027699,1591.21382853,1563.75088523,1555.81446668,1618.84328078,1483.08538168,1716.89144357,2031.81419943,2067.50838796,2106.35550287,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Romania,ROM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.28660213,52.65654401,66.32548437,69.66704014,67.53149262,72.61456341,79.1604437,96.65908781,146.69956102,192.78775006,255.28539347,294.1443445,423.8460885,541.4711243,456.80662635,482.9457049,507.67805529,467.64442598,535.47585465,556.80968473,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.30726094,146.97922624,194.57312762,121.70061232,77.27970157,96.18997485,119.11219498,142.17238601,167.36663979,213.47510305,276.91262338,367.67601447,490.02294061,718.67177762,631.99061343,727.3728625,879.59598939,963.48535489,1023.90331556,892.85156292,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.33575834,10.05409115,12.57081486,14.33508154,10.95823586,9.12830318,8.80663844,8.20312059,13.47784062,14.77667802,19.58341557,33.74981477,33.81060938,37.68590756,38.14104042,43.78889493,46.79306593,51.24153914,52.20386055,52.48366269,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.90659426,61.72436497,73.92725118,75.15659829,83.01517186,79.07623394,79.06846984,84.10002772,95.59219731,107.44455165,115.59524965,130.65125441,164.37413903,152.57537397,160.04492268,201.41500915,235.76054799,213.56641358,288.79050092,301.09711263,..
Health expenditure per capita (current US$),SH.XPD.PCAP,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2302.19830505,2312.95755134,1999.56766482,2101.73544185,2196.12145726,2007.88830846,2039.67136877,2165.02711506,2474.99084558,2808.93577325,2834.30422469,2822.16130866,3227.31711823,3614.69803502,3562.38745487,3500.6326814,3800.55327695,3627.96071965,3472.71326039,3459.0665367,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.96230485,68.39980683,55.87498471,38.23240916,46.36963726,46.80312312,53.02487199,57.83615945,74.33483013,71.79154418,81.78582809,69.14311754,70.14076886,69.40182364,86.34850836,66.49702819,81.2151655,133.62153417,182.77890671,165.55371735,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,221.28704409,239.00530439,251.94029287,237.85830363,316.80335796,373.08982798,373.30448538,356.18458436,369.17013721,385.49369558,453.79538727,526.31169269,556.15812887,557.86701783,639.73698254,655.07056676,829.24598404,961.3441153,1052.09649526,1147.44557652,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.03558854,23.14480483,20.08857657,21.2540616,24.01328329,21.98009293,24.00055238,25.99912552,34.69528609,41.60289552,41.37262946,43.99963477,44.78656719,54.01896773,48.95968683,46.12801624,47.75251607,43.94271385,46.91551225,49.53139304,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.08500233,149.81901685,166.93199055,112.52215539,64.96017859,65.51965317,111.30960122,174.49182939,230.82900211,273.00152484,304.75409006,373.16084892,549.47219794,672.1070102,576.42969178,541.02493309,627.94814569,559.65259356,644.54643129,632.92484151,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,329.30156971,328.44025354,399.73553233,379.78950855,385.74340185,349.83463635,335.86341279,349.09503388,382.14593454,400.98064927,404.68640013,421.6033593,375.67370921,278.31590508,241.85090543,374.52210328,384.30399121,489.96658292,530.31244883,494.12828419,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.76209665,27.22684179,25.6490458,18.93398411,20.61113315,21.34722558,30.27135501,33.51034083,34.50147864,34.27162877,39.31161327,38.39062028,40.50631771,46.70065044,57.07346535,46.0607999,59.4716366,70.44623022,92.4048297,85.90729075,..
